province,country,latitude,longitude,confirmed_cases,deaths,recovered,update_time,data_source,country_code,region,country_flag
Henan,China,35.86166,104.195397,5,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,5,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,4,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,4,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,4,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,2,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,2,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,2,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,2,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,1,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,0,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,0,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,0,0,,1/23/20 6:22,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,444,17,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,26,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,14,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,10,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,9,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,6,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,5,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,5,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,4,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,4,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,4,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,2,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,2,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,2,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,2,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,1,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,0,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,0,0,,1/23/20 14:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,444,17,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,26,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,14,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,10,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,9,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,6,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,5,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,5,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,5,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,4,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,4,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,4,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,2,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,2,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,2,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,1,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,0,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,0,0,,1/23/20 14:15,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,444,17,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,26,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,16,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,14,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,10,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,6,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,5,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,5,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,5,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,4,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,4,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,4,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,2,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,2,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,2,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,1,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,0,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,0,0,,1/23/20 14:55,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,444,17,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,26,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,16,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,14,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,10,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,6,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,5,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,5,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,5,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,4,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,4,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,4,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,2,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,2,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,2,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,1,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,0,0,,1/23/20 14:56,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,444,17,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,26,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,16,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,14,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,10,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,6,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,5,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,5,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,5,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,4,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,4,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,4,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,2,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,2,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,2,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,1,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,0,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,0,0,,1/23/20 16:11,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,444,17,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,26,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,16,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,14,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,10,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,6,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,5,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,5,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,5,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,4,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,4,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,4,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,2,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,2,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,2,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,2,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,1,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,0,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,0,0,,1/23/20 16:13,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,444,17,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,26,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,16,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,14,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,10,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,8,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,6,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,6,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,5,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,5,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,4,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,4,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,4,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,2,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,2,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,2,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,1,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,1,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,1,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,1,0,,1/23/20 16:51,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
